Location,Area_sqft,BHK,Bathrooms,Floor,Total_Floors,Age_of_Property,Parking,Lift,Actual_Price,Price_per_sqft
Panvel,1165.37,4.0,3.0,16.0,18.0,12.3,0,1,14133629.0,12128.01856920978
Nerul,1102.15,2.0,3.0,16.0,32.0,6.9,1,0,18988005.0,17228.149525926598
Panvel,1418.66,3.0,3.0,5.0,8.0,5.8,0,0,17260353.0,12166.65938279785
Ghansoli,1219.71,2.0,4.0,24.0,22.0,7.3,0,0,13148185.0,10779.763222405325
Nerul,917.63,4.0,3.0,1.0,9.0,7.3,1,1,11774141.0,12831.033205104453
Kharghar,347.88,4.0,3.0,11.0,2.0,10.5,1,0,5694908.0,16370.323099919513
Ulwe,472.18,2.0,4.0,11.0,12.0,3.0,1,0,7131081.0,15102.4630437545
Panvel,1369.6,1.0,3.0,0.0,37.0,3.8,1,0,19878567.0,14514.140625000002
Panvel,1199.32,4.0,4.0,11.0,38.0,5.0,0,1,14084642.0,11743.856518693927
Ghansoli,656.18,2.0,1.0,17.0,20.0,14.1,1,1,10208674.0,15557.73415831022
Nerul,1010.66,2.0,1.0,7.0,4.0,1.9,0,0,13070197.0,12932.338273999168
Panvel,1592.14,2.0,1.0,12.0,2.0,15.3,1,0,17027840.0,10694.93888728378
Nerul,478.43,3.0,1.0,12.0,5.0,6.7,0,0,9257661.0,19350.084651882196
Ghansoli,1357.06,2.0,3.0,21.0,18.0,9.6,1,1,23669135.0,17441.480111417328
Cbd Belapur,699.77,3.0,3.0,6.0,29.0,11.5,0,0,10122112.0,14464.912757048745
Vashi,633.99,2.0,4.0,8.0,2.0,4.2,0,1,7079739.0,11166.956892064543
Nerul,1587.27,1.0,3.0,6.0,22.0,4.9,0,0,29015013.0,18279.821958456974
Kharghar,610.06,4.0,2.0,5.0,20.0,13.0,0,0,6381565.0,10460.55306035472
Nerul,1522.15,2.0,1.0,6.0,31.0,6.6,1,0,24592384.0,16156.347271950857
Panvel,1494.05,2.0,2.0,8.0,22.0,0.5,1,1,16221078.0,10857.118570328972
Nerul,1167.4,2.0,3.0,12.0,37.0,14.5,0,0,16205759.0,13881.924790131916
Airoli,554.99,2.0,3.0,5.0,10.0,12.4,1,0,9565459.0,17235.371808501055
Airoli,842.24,3.0,2.0,16.0,31.0,12.3,1,1,12954325.0,15380.80000949848
Nerul,1023.54,1.0,2.0,33.0,7.0,4.1,1,0,16369579.0,15993.101393203979
Ulwe,1262.81,2.0,3.0,28.0,16.0,2.5,1,0,15213401.0,12047.260474655728
Ghansoli,705.45,4.0,1.0,18.0,8.0,7.4,0,1,11883407.0,16845.144234176765
Panvel,1162.44,1.0,3.0,29.0,21.0,17.7,0,1,12267836.0,10553.521902205704
Nerul,612.27,2.0,3.0,22.0,20.0,8.6,0,0,10061421.0,16432.980547797542
Ulwe,1156.01,2.0,4.0,10.0,31.0,11.1,0,1,19437223.0,16814.061297047603
Nerul,1529.12,2.0,1.0,27.0,6.0,13.6,0,1,22707709.0,14850.181149942451
Kharghar,737.8,2.0,1.0,1.0,9.0,4.5,1,1,11197294.0,15176.597994036325
Airoli,352.38,2.0,3.0,14.0,21.0,6.7,0,1,4796231.0,13610.962597196209
Vashi,663.88,2.0,4.0,10.0,30.0,12.1,0,0,10891137.0,16405.279568596736
Vashi,1647.83,2.0,4.0,1.0,32.0,13.2,0,0,26226102.0,15915.538617454471
Panvel,1359.35,2.0,3.0,28.0,20.0,6.9,1,1,21715721.0,15975.07705888844
Panvel,816.61,4.0,3.0,23.0,18.0,0.5,0,1,10060544.0,12319.888318781303
Panvel,818.94,1.0,4.0,0.0,7.0,5.6,1,0,13337744.0,16286.594866534788
Panvel,762.21,2.0,4.0,14.0,29.0,11.3,0,1,8107192.0,10636.428280919956
Panvel,1333.78,2.0,3.0,30.0,19.0,15.7,0,0,21738441.0,16298.370795783412
Vashi,641.32,2.0,3.0,15.0,15.0,15.7,0,1,9664318.0,15069.416204079085
Nerul,645.3,2.0,1.0,1.0,35.0,6.2,1,0,8299385.0,12861.28157446149
Panvel,810.68,2.0,2.0,19.0,19.0,5.0,0,0,10507553.0,12961.406473577737
Vashi,1366.08,4.0,1.0,12.0,4.0,0.4,0,0,29685373.0,21730.332776996955
Nerul,1205.46,1.0,1.0,30.0,28.0,14.3,1,0,19075942.0,15824.616329036218
Panvel,1078.64,2.0,3.0,28.0,33.0,18.5,0,1,20918982.0,19393.84966253801
Kharghar,929.55,3.0,3.0,10.0,13.0,8.1,1,0,11329443.0,12188.094239147975
Ulwe,735.68,1.0,1.0,16.0,31.0,2.2,1,1,11501374.0,15633.664093083951
Panvel,830.13,1.0,3.0,27.0,18.0,7.7,0,0,14040839.0,16914.024309445507
Cbd Belapur,597.43,2.0,3.0,22.0,37.0,16.4,0,0,5844590.0,9782.8866980232
Panvel,969.13,2.0,2.0,23.0,37.0,4.6,0,1,12064197.0,12448.481627851785
Kharghar,657.65,2.0,1.0,20.0,26.0,7.1,1,0,5653173.0,8596.020679692847
Nerul,1483.78,2.0,4.0,0.0,24.0,13.9,1,0,28637297.0,19300.231166345417
Kharghar,1572.75,4.0,3.0,27.0,30.0,6.8,0,0,21771663.0,13843.053886504531
Ghansoli,466.31,1.0,4.0,21.0,35.0,5.0,0,0,5885720.0,12621.90388368253
Kharghar,1167.08,2.0,1.0,31.0,6.0,1.8,1,1,22026566.0,18873.227199506462
Kharghar,603.25,2.0,4.0,32.0,31.0,7.8,0,1,10103906.0,16749.118939079985
Ghansoli,136.13,3.0,2.0,15.0,3.0,5.8,1,1,2045320.0,15024.755748181886
Belapur,827.31,1.0,4.0,27.0,12.0,1.1,0,0,12761166.0,15424.89030714001
Cbd Belapur,958.94,3.0,4.0,9.0,1.0,18.2,0,1,11022956.0,11494.938160885979
Nerul,1335.63,4.0,1.0,17.0,9.0,15.1,0,0,25464115.0,19065.24636313949
Kharghar,1415.14,1.0,3.0,23.0,23.0,4.5,0,1,14481297.0,10233.119691337959
Ghansoli,835.2,2.0,3.0,20.0,8.0,14.9,0,1,13073889.0,15653.602729885057
Nerul,951.58,4.0,4.0,6.0,9.0,4.5,0,1,16839597.0,17696.459572500473
Nerul,876.28,2.0,4.0,20.0,14.0,6.8,1,0,11120664.0,12690.765508741499
Panvel,1208.45,1.0,3.0,21.0,1.0,6.1,0,0,17061776.0,14118.727295295626
Nerul,46.23,2.0,3.0,23.0,22.0,4.6,0,1,622890.0,13473.718364698248
Ghansoli,2578.15,2.0,1.0,31.0,38.0,6.1,0,0,34755149.0,13480.654345169985
Ulwe,914.58,2.0,4.0,23.0,24.0,5.3,1,0,10880452.0,11896.66513590938
Kharghar,1118.69,2.0,1.0,3.0,7.0,7.6,1,0,19889967.0,17779.695000402255
Panvel,80.46,2.0,2.0,3.0,18.0,4.2,0,0,1364226.0,16955.331841909025
Ghansoli,416.75,2.0,1.0,3.0,2.0,1.3,0,0,4566619.0,10957.694061187762
Nerul,106.64,2.0,2.0,21.0,32.0,9.9,1,1,1532626.0,14371.961740435108
Nerul,1044.08,2.0,3.0,1.0,31.0,1.1,1,1,14538375.0,13924.579534135317
Kharghar,1411.74,4.0,4.0,5.0,31.0,5.1,1,0,29330108.0,20775.85674415969
Kharghar,956.01,2.0,3.0,15.0,33.0,8.1,1,1,14707249.0,15383.990753234799
Belapur,623.04,1.0,3.0,21.0,28.0,9.9,1,0,8220114.0,13193.557395993837
Airoli,1299.26,2.0,2.0,34.0,12.0,3.2,0,1,15581264.0,11992.414143435493
Cbd Belapur,205.41,1.0,4.0,3.0,5.0,5.1,1,0,1903347.0,9266.087337520083
Ulwe,880.21,1.0,3.0,33.0,31.0,14.0,0,1,11744538.0,13342.881812294792
Ulwe,1130.49,2.0,4.0,28.0,31.0,7.6,1,1,18842641.0,16667.675963520243
Nerul,491.78,2.0,3.0,14.0,30.0,0.2,0,1,6549131.0,13317.196713977795
Kharghar,561.95,2.0,3.0,0.0,23.0,5.6,1,0,7852669.0,13973.96387578966
Ulwe,1221.75,2.0,3.0,22.0,36.0,1.1,1,1,20942925.0,17141.743400859425
Nerul,5139.81,4.0,2.0,31.0,30.0,14.3,0,1,79876522.0,15540.753841095293
Cbd Belapur,1018.6,1.0,4.0,0.0,26.0,10.3,0,0,11442230.0,11233.290791282152
Airoli,747.61,2.0,4.0,11.0,12.0,1.8,0,0,8387799.0,11219.484758095798
Airoli,456.06,2.0,1.0,1.0,25.0,13.7,1,1,6749169.0,14798.861991843178
Vashi,80.95,2.0,2.0,4.0,5.0,7.6,1,0,1891448.0,23365.633106856083
Nerul,1235.9,4.0,4.0,16.0,29.0,6.6,1,0,24062279.0,19469.4384658953
Airoli,496.29,2.0,1.0,20.0,15.0,7.1,1,0,6764967.0,13631.076588285076
Belapur,918.37,4.0,2.0,7.0,37.0,4.5,0,1,18029087.0,19631.61579755436
Nerul,373.44,3.0,1.0,17.0,30.0,5.4,1,0,4760986.0,12748.99850042845
Belapur,1144.47,4.0,1.0,16.0,18.0,3.7,1,0,18804209.0,16430.495338453606
Vashi,1254.36,2.0,3.0,8.0,11.0,6.8,0,1,18235515.0,14537.704486750217
Kharghar,1068.82,3.0,2.0,7.0,10.0,0.4,0,1,18935139.0,17715.928781272807
Panvel,954.75,3.0,3.0,17.0,4.0,10.3,1,0,19542973.0,20469.204503796806
Panvel,985.83,1.0,4.0,13.0,22.0,6.8,0,1,17196086.0,17443.25695099561
Panvel,849.14,4.0,3.0,33.0,3.0,20.1,1,1,16310230.0,19207.939797913183
Kharghar,571.0,2.0,3.0,15.0,37.0,4.2,0,0,6565961.0,11499.056042031523
Panvel,721.9,4.0,4.0,15.0,15.0,14.9,0,0,15755618.0,21825.208477628483
Airoli,610.27,1.0,4.0,26.0,33.0,6.3,0,0,10223297.0,16752.088419879725
Ulwe,1057.61,3.0,1.0,18.0,2.0,4.9,0,0,12936623.0,12231.940885581644
Belapur,1298.77,2.0,4.0,15.0,18.0,16.6,0,1,19289901.0,14852.438076025779
Cbd Belapur,1080.65,1.0,4.0,14.0,1.0,18.4,0,0,17718323.0,16395.98667468653
Nerul,1050.73,2.0,1.0,0.0,1.0,2.5,0,0,11173787.0,10634.308528356476
Airoli,858.25,2.0,1.0,2.0,2.0,8.9,0,0,9153206.0,10664.964753859598
Airoli,1105.84,4.0,1.0,18.0,36.0,5.3,0,0,19490416.0,17624.98733994068
Nerul,791.12,2.0,4.0,30.0,21.0,1.4,0,0,11553071.0,14603.436899585398
Belapur,995.31,2.0,1.0,18.0,14.0,0.6,0,1,12864165.0,12924.78222865238
Kharghar,839.87,2.0,4.0,22.0,34.0,12.5,0,1,9925029.0,11817.339588269613
Panvel,599.02,2.0,4.0,9.0,9.0,16.5,0,0,9179316.0,15323.889018730593
Ghansoli,937.09,2.0,2.0,30.0,2.0,2.2,1,0,15863615.0,16928.592771238622
Panvel,1186.58,2.0,4.0,8.0,15.0,12.1,0,1,12413820.0,10461.848337238114
Cbd Belapur,1142.83,3.0,1.0,19.0,33.0,10.2,1,0,16152783.0,14134.020807994191
Ghansoli,989.84,2.0,3.0,2.0,39.0,2.0,0,0,14372028.0,14519.54659338883
Panvel,1275.55,3.0,4.0,12.0,8.0,2.4,0,1,24318230.0,19064.89749519815
Kharghar,1222.11,2.0,2.0,16.0,21.0,14.9,1,1,13628765.0,11151.831668180443
Kharghar,1218.96,2.0,3.0,31.0,5.0,9.0,0,0,20152203.0,16532.292281945265
Nerul,1125.8,2.0,2.0,11.0,5.0,12.7,0,0,17815698.0,15824.922721620182
Belapur,65.43,2.0,4.0,12.0,5.0,15.2,0,1,1573423.0,24047.42472871771
Kharghar,61.08,2.0,3.0,32.0,6.0,5.5,0,0,656536.0,10748.788474132285
Panvel,680.26,2.0,2.0,2.0,18.0,3.5,1,0,7122690.0,10470.540675624026
Kharghar,563.39,1.0,3.0,19.0,21.0,10.5,0,0,5543974.0,9840.384103374217
Cbd Belapur,1501.39,3.0,4.0,20.0,35.0,4.0,0,0,17043855.0,11352.050433265173
Nerul,1319.4,2.0,1.0,10.0,1.0,1.7,0,1,19509671.0,14786.775049264816
Nerul,1034.1,2.0,4.0,24.0,36.0,18.2,0,1,13976848.0,13515.953969635433
Kharghar,904.18,4.0,3.0,27.0,4.0,8.5,1,1,12214185.0,13508.576832046718
Ulwe,1137.42,2.0,3.0,16.0,22.0,18.7,0,1,17098417.0,15032.632624712067
Cbd Belapur,1536.08,3.0,3.0,27.0,32.0,2.7,0,1,23008440.0,14978.672985781992
Ulwe,1474.47,3.0,4.0,18.0,20.0,6.7,1,1,28810006.0,19539.228332892497
Panvel,1079.67,2.0,2.0,0.0,17.0,19.8,0,0,16361939.0,15154.574082821602
Ghansoli,611.94,2.0,4.0,17.0,6.0,11.3,0,0,7235780.0,11824.3291825996
Panvel,517.58,2.0,2.0,33.0,14.0,14.3,0,1,9528750.0,18410.197457397888
Kharghar,1961.97,2.0,2.0,6.0,19.0,2.0,1,1,33785562.0,17220.22355081882
Nerul,997.61,3.0,3.0,6.0,2.0,1.2,1,0,9957891.0,9981.747376229188
Ulwe,544.23,2.0,3.0,1.0,19.0,12.7,1,0,7284666.0,13385.270933245134
Belapur,1280.42,4.0,4.0,21.0,4.0,5.4,1,1,23029451.0,17985.856984426984
Ulwe,901.39,2.0,3.0,11.0,6.0,16.8,0,0,12812813.0,14214.505375031895
Panvel,417.72,2.0,3.0,4.0,18.0,5.1,0,1,6557472.0,15698.247629991381
Ulwe,990.12,2.0,3.0,22.0,37.0,6.7,1,0,14252839.0,14395.06221468105
Panvel,371.76,1.0,3.0,15.0,11.0,2.9,1,0,6564565.0,17658.07241230902
Cbd Belapur,1751.07,1.0,3.0,32.0,7.0,9.7,0,0,31713299.0,18110.811675147197
Airoli,1304.95,2.0,1.0,28.0,37.0,14.1,0,0,17208452.0,13187.058507988811
Kharghar,812.06,3.0,3.0,17.0,14.0,22.0,1,0,12604376.0,15521.483634214223
Vashi,1227.24,2.0,3.0,0.0,34.0,9.1,1,1,17048658.0,13891.86956096607
Belapur,1238.98,3.0,4.0,12.0,2.0,5.8,0,0,15218424.0,12283.026360393227
Ulwe,789.65,1.0,3.0,33.0,17.0,11.7,1,1,10759396.0,13625.525232698032
Airoli,665.12,2.0,4.0,28.0,2.0,10.5,0,0,10991143.0,16525.052622083233
Vashi,1526.69,2.0,3.0,33.0,15.0,12.7,1,0,23862398.0,15630.152814258297
Cbd Belapur,592.87,4.0,3.0,0.0,4.0,17.2,1,0,11915151.0,20097.409212812254
Nerul,881.4,1.0,4.0,13.0,4.0,2.1,0,0,13389877.0,15191.600862264579
Vashi,524.48,2.0,3.0,14.0,31.0,3.3,0,1,4937345.0,9413.790802318486
Nerul,1075.79,4.0,2.0,11.0,31.0,19.0,0,0,18709764.0,17391.650786863607
Cbd Belapur,966.55,4.0,3.0,0.0,39.0,11.3,0,0,19625520.0,20304.71263773214
Ghansoli,2003.69,1.0,3.0,19.0,37.0,3.2,1,0,26098760.0,13025.348232511016
Airoli,677.65,2.0,1.0,12.0,9.0,2.1,0,1,10618093.0,15668.992842913009
Nerul,658.39,1.0,3.0,1.0,33.0,5.4,0,0,11582975.0,17592.87808138034
Cbd Belapur,1294.79,4.0,4.0,0.0,35.0,0.1,0,0,23490038.0,18141.96742328872
Nerul,949.17,1.0,2.0,14.0,34.0,10.5,1,0,12210058.0,12863.931645542949
Kharghar,3144.35,1.0,2.0,12.0,5.0,7.6,0,1,42535708.0,13527.663269038116
Airoli,1042.5,1.0,1.0,4.0,25.0,7.5,0,1,19149360.0,18368.690647482013
Airoli,1321.79,2.0,3.0,21.0,33.0,2.6,0,0,13557678.0,10257.058988190258
Nerul,1221.14,2.0,1.0,5.0,20.0,17.9,0,0,13997202.0,11462.405620977119
Airoli,380.35,2.0,4.0,30.0,34.0,5.3,1,0,5545276.0,14579.403181280399
Kharghar,47.5,3.0,3.0,0.0,6.0,0.9,0,1,691464.0,14557.136842105263
Kharghar,1644.39,3.0,4.0,9.0,5.0,9.2,0,0,17892895.0,10881.174782138056
Panvel,1358.61,3.0,4.0,8.0,12.0,13.5,0,0,17189818.0,12652.503661830842
Cbd Belapur,842.59,4.0,1.0,4.0,17.0,2.7,0,1,13251676.0,15727.312215905718
Airoli,492.4,1.0,4.0,5.0,26.0,3.8,1,0,4668834.0,9481.791226645004
Kharghar,136.3,1.0,4.0,31.0,28.0,0.5,0,0,1325620.0,9725.752017608216
Cbd Belapur,885.15,3.0,3.0,30.0,10.0,8.9,0,1,16568628.0,18718.440942213183
Vashi,910.87,4.0,1.0,17.0,27.0,1.4,1,1,15589490.0,17114.945052532195
Nerul,1059.05,2.0,4.0,2.0,8.0,10.1,0,1,15722910.0,14846.23955431755
Kharghar,999.07,2.0,3.0,19.0,36.0,17.7,1,0,10653590.0,10663.507061567258
Ulwe,1023.72,2.0,4.0,14.0,37.0,5.5,1,0,13628330.0,13312.556167702105
Ghansoli,737.14,2.0,2.0,20.0,15.0,5.7,0,0,10749764.0,14583.06970182055
Panvel,1939.58,3.0,3.0,33.0,28.0,2.1,1,0,21541180.0,11106.105445508822
Cbd Belapur,909.94,2.0,4.0,11.0,20.0,6.8,0,1,10510181.0,11550.411016110951
Vashi,433.78,2.0,3.0,22.0,27.0,7.1,1,0,5718100.0,13182.02775600535
Ulwe,1018.9,4.0,1.0,26.0,34.0,12.0,0,0,19814938.0,19447.38247129257
Ulwe,1520.79,2.0,4.0,3.0,26.0,4.8,0,1,22249957.0,14630.525582098779
Panvel,1156.78,1.0,3.0,29.0,3.0,6.7,0,0,11982991.0,10358.91958712979
Vashi,1239.89,1.0,4.0,6.0,34.0,6.6,1,0,18525337.0,14941.113324569114
Airoli,788.77,2.0,1.0,10.0,24.0,9.6,1,1,8673851.0,10996.679640452858
Kharghar,1547.98,3.0,3.0,19.0,19.0,2.4,0,1,27558327.0,17802.76683161281
Kharghar,659.07,2.0,3.0,11.0,14.0,12.4,1,1,11677007.0,17717.40027614669
Panvel,1495.03,2.0,1.0,4.0,14.0,17.8,0,1,19016423.0,12719.760138592537
Airoli,1435.24,1.0,3.0,16.0,12.0,8.9,1,0,20254178.0,14112.049552688051
Cbd Belapur,1371.57,3.0,1.0,31.0,24.0,2.2,1,0,23376303.0,17043.46333034406
Nerul,1415.35,2.0,4.0,7.0,14.0,14.4,0,1,19310601.0,13643.693079450313
Cbd Belapur,913.91,2.0,4.0,28.0,20.0,12.7,1,1,10072242.0,11021.043647623947
Nerul,1220.2,2.0,4.0,31.0,2.0,10.8,0,0,17060100.0,13981.396492378299
Airoli,675.76,2.0,1.0,16.0,26.0,9.9,1,0,8929995.0,13214.743400023677
Panvel,214.49,2.0,4.0,13.0,10.0,3.1,1,1,2795448.0,13032.999207422257
Ghansoli,1347.78,1.0,2.0,9.0,16.0,11.9,0,0,14856466.0,11022.916202941133
Cbd Belapur,684.73,1.0,2.0,5.0,26.0,9.2,0,0,9146369.0,13357.628554320681
Cbd Belapur,1411.56,2.0,3.0,16.0,26.0,3.2,1,1,27006386.0,19132.29759981864
Ghansoli,4811.5,2.0,3.0,10.0,11.0,6.0,1,1,74606309.0,15505.831653330562
Nerul,1118.77,2.0,1.0,19.0,35.0,8.8,0,0,16007429.0,14308.060638022114
Ghansoli,6650.29,4.0,1.0,0.0,16.0,6.8,0,0,118705554.0,17849.680840985882
Cbd Belapur,1209.3,2.0,3.0,28.0,34.0,8.8,1,0,13941983.0,11528.969651864716
Vashi,826.61,1.0,4.0,29.0,27.0,22.6,0,1,9944469.0,12030.42426295351
Kharghar,71.01,2.0,4.0,20.0,1.0,1.4,0,0,1489576.0,20976.989156456835
Panvel,21.22,1.0,3.0,6.0,38.0,11.3,1,1,1154864.0,54423.374175306315
Nerul,756.93,1.0,1.0,29.0,11.0,3.7,0,0,7959044.0,10514.900981596713
Cbd Belapur,1332.52,3.0,4.0,17.0,32.0,21.9,0,1,26785304.0,20101.239756251314
Nerul,888.4,1.0,2.0,6.0,29.0,7.0,0,0,13321843.0,14995.320801440792
Cbd Belapur,339.75,2.0,3.0,34.0,29.0,7.9,1,0,6075417.0,17882.02207505519
Airoli,1130.84,2.0,3.0,4.0,5.0,0.1,0,1,11002355.0,9729.364896890807
Vashi,1163.99,3.0,2.0,27.0,9.0,4.4,1,0,17234699.0,14806.569644069106
Kharghar,1152.39,2.0,3.0,0.0,32.0,3.6,1,1,13831493.0,12002.441013892865
Cbd Belapur,904.08,3.0,4.0,10.0,12.0,11.4,0,1,13724075.0,15180.155517210866
Nerul,463.01,2.0,4.0,30.0,22.0,7.9,0,1,4439361.0,9588.04561456556
Belapur,697.9,1.0,3.0,3.0,30.0,13.2,0,0,7186503.0,10297.32483163777
Panvel,882.06,2.0,1.0,2.0,25.0,17.8,0,1,11485246.0,13020.935083781149
Kharghar,821.96,2.0,3.0,2.0,33.0,6.4,1,0,10091693.0,12277.596233393351
Airoli,557.56,2.0,3.0,30.0,6.0,3.0,1,1,9605672.0,17228.050792739796
Nerul,1597.52,2.0,3.0,13.0,20.0,10.5,0,1,24454046.0,15307.505383344183
Nerul,902.93,2.0,3.0,32.0,4.0,5.3,0,0,16626784.0,18414.255811635456
Cbd Belapur,1231.06,2.0,3.0,25.0,11.0,9.4,1,0,17988966.0,14612.582652348383
Kharghar,212.83,4.0,3.0,15.0,1.0,9.5,0,0,4926042.0,23145.43062538176
Airoli,886.54,2.0,4.0,13.0,20.0,9.3,0,1,9794316.0,11047.799309675818
Ghansoli,1394.65,2.0,2.0,30.0,13.0,10.1,0,0,15640736.0,11214.810884451295
Ghansoli,1406.88,3.0,3.0,27.0,30.0,14.9,0,0,25855731.0,18378.0642272262
Kharghar,1060.62,3.0,4.0,29.0,17.0,12.8,0,1,17732782.0,16719.260432577175
Panvel,904.18,4.0,3.0,2.0,20.0,15.4,1,0,13761664.0,15220.049105266651
Cbd Belapur,1466.82,3.0,4.0,30.0,10.0,3.5,0,0,23772722.0,16206.979724846948
Kharghar,1161.58,2.0,3.0,26.0,20.0,4.2,0,0,12931977.0,11133.091995385596
Airoli,829.67,3.0,4.0,8.0,25.0,1.8,0,0,11876738.0,14315.014403316982
Panvel,813.64,4.0,3.0,21.0,28.0,10.6,0,0,12146034.0,14928.019763040165
Belapur,622.72,1.0,3.0,18.0,30.0,8.0,0,0,6787214.0,10899.303057553956
Panvel,689.99,4.0,1.0,17.0,27.0,4.0,0,0,8202277.0,11887.530254061652
Airoli,1128.79,2.0,3.0,18.0,28.0,4.2,0,0,10390487.0,9204.977896685832
Panvel,1009.4,2.0,4.0,3.0,4.0,10.8,0,0,16490476.0,16336.90905488409
Nerul,1065.46,1.0,3.0,31.0,30.0,8.4,0,1,14492397.0,13602.009460702418
Kharghar,891.57,2.0,3.0,10.0,37.0,4.4,0,0,10414047.0,11680.571351660554
Cbd Belapur,1462.13,3.0,2.0,19.0,33.0,5.3,0,1,15531735.0,10622.677190126733
Nerul,318.15,4.0,1.0,21.0,23.0,16.3,0,0,4262086.0,13396.467075278957
Airoli,176.53,2.0,3.0,33.0,32.0,0.8,0,0,3160714.0,17904.6847561321
Panvel,852.37,2.0,3.0,33.0,35.0,7.8,0,1,13616361.0,15974.706993441816
Kharghar,324.01,1.0,1.0,4.0,30.0,10.2,1,0,5984094.0,18468.855899509275
Ulwe,733.55,1.0,1.0,34.0,19.0,14.4,1,0,9741909.0,13280.497580260379
Ghansoli,618.6,3.0,4.0,17.0,10.0,7.4,0,1,11188052.0,18086.084707403814
Airoli,5868.67,4.0,3.0,13.0,24.0,1.0,0,1,77340082.0,13178.468375287757
Cbd Belapur,1055.39,2.0,1.0,2.0,25.0,10.2,1,0,9913088.0,9392.819715934393
Nerul,676.55,1.0,1.0,21.0,18.0,6.4,0,1,6928168.0,10240.43751385707
Kharghar,739.94,2.0,1.0,9.0,30.0,15.5,1,1,12299939.0,16622.886990837094
Nerul,141.85,4.0,3.0,20.0,32.0,17.5,0,1,2976383.0,20982.60838914346
Panvel,515.7,1.0,3.0,33.0,8.0,8.2,0,0,7729992.0,14989.319371727748
Nerul,601.52,3.0,4.0,14.0,3.0,8.4,1,1,9509579.0,15809.24823779758
Ulwe,1273.65,3.0,3.0,10.0,6.0,2.9,0,0,15234580.0,11961.355160365876
Nerul,666.98,2.0,4.0,10.0,7.0,4.8,0,1,12722023.0,19074.069687246993
Ghansoli,935.59,4.0,2.0,28.0,2.0,12.6,0,0,15017296.0,16051.150610844494
Belapur,786.77,1.0,3.0,32.0,25.0,4.2,0,0,10370945.0,13181.673170049697
Cbd Belapur,948.68,1.0,1.0,27.0,7.0,22.2,1,0,16155204.0,17029.139435847705
Nerul,802.62,3.0,4.0,10.0,17.0,8.1,1,1,14687022.0,18298.848770277342
Cbd Belapur,1302.46,1.0,4.0,2.0,18.0,8.0,1,0,13494541.0,10360.810312792715
Airoli,554.88,1.0,3.0,14.0,7.0,11.2,0,0,8673681.0,15631.633866782007
Ulwe,1313.2,2.0,4.0,33.0,1.0,11.0,0,1,15468139.0,11778.966646360037
Panvel,748.09,2.0,1.0,9.0,2.0,13.0,0,1,7410383.0,9905.737277600289
Ulwe,999.39,3.0,3.0,31.0,19.0,7.3,0,1,17161216.0,17171.69073134612
Ulwe,396.66,3.0,3.0,0.0,9.0,13.4,0,1,4854542.0,12238.546866333887
Belapur,1223.89,1.0,3.0,13.0,28.0,9.7,0,0,16395814.0,13396.476807556233
Nerul,1523.37,2.0,2.0,31.0,13.0,11.2,0,0,25712121.0,16878.447783532563
Kharghar,1213.11,1.0,2.0,34.0,19.0,7.6,1,0,18758844.0,15463.432005341643
Cbd Belapur,1785.38,2.0,3.0,30.0,30.0,1.5,1,1,26295893.0,14728.457247196675
Kharghar,267.78,2.0,3.0,20.0,18.0,11.8,1,1,4851331.0,18116.853387108822
Kharghar,1131.92,2.0,2.0,28.0,35.0,12.6,1,0,19861999.0,17547.17559544844
Panvel,133.01,2.0,3.0,24.0,31.0,18.3,0,1,2265296.0,17031.020224043306
Belapur,1706.88,3.0,3.0,16.0,6.0,2.7,1,0,30267304.0,17732.531871016123
Ghansoli,982.08,4.0,3.0,34.0,39.0,2.6,0,0,15978201.0,16269.75500977517
Cbd Belapur,1121.05,2.0,2.0,31.0,7.0,1.4,0,0,14622100.0,13043.218411310825
Kharghar,1239.74,1.0,2.0,1.0,32.0,8.4,0,1,15508275.0,12509.296304063755
Panvel,1565.68,3.0,2.0,13.0,36.0,2.4,0,0,21530473.0,13751.515635378877
Cbd Belapur,542.43,1.0,2.0,25.0,4.0,1.6,0,0,5970442.0,11006.843279317149
Ulwe,1398.6,2.0,3.0,15.0,39.0,4.0,1,0,22083378.0,15789.631059631061
Kharghar,1091.42,2.0,4.0,26.0,1.0,6.5,0,0,21012884.0,19252.793608326767
Airoli,1275.01,3.0,2.0,3.0,16.0,16.1,0,1,24385418.0,19125.668033976206
Belapur,1285.4,2.0,4.0,3.0,6.0,8.5,1,0,15922388.0,12387.107515170374
Vashi,981.79,4.0,4.0,27.0,7.0,17.1,0,0,11945994.0,12167.565365302153
Ulwe,850.25,2.0,4.0,31.0,33.0,1.0,0,0,12918171.0,15193.379594236989
Airoli,456.76,2.0,3.0,32.0,11.0,16.3,0,0,4641283.0,10161.31666520711
Airoli,2896.6,2.0,3.0,26.0,18.0,3.5,1,0,40682113.0,14044.781122695575
Nerul,474.59,3.0,1.0,12.0,19.0,19.9,1,1,6209777.0,13084.508733854485
Panvel,1662.33,4.0,1.0,28.0,39.0,1.8,0,0,28301371.0,17025.121967359068
Ulwe,1532.17,2.0,2.0,33.0,39.0,4.5,0,1,21894864.0,14290.10096790826
Belapur,430.17,2.0,2.0,24.0,25.0,13.0,0,1,4524964.0,10519.013413301718
Ghansoli,1152.35,1.0,1.0,21.0,16.0,8.7,0,0,19132602.0,16603.117108517377
